0.500000,0.000000,0.000000
0.516362,-0.005875,-0.075101
0.513420,-0.009507,-0.019793
0.519791,-0.003454,0.015219
0.508007,0.001890,-0.002742
0.501948,0.000100,-0.003723
0.514290,0.007802,0.004595
0.516727,0.000788,-0.006629
0.522358,0.003393,0.012892
0.539009,-0.002597,0.009459
0.533078,0.002841,0.015355
0.527388,0.000643,0.008946
0.509944,-0.001980,0.003589
0.513567,-0.002039,0.008220
0.516358,0.005494,0.006306
0.513840,0.003170,-0.000166
0.524248,-0.002323,-0.004416
0.525267,-0.002908,0.010043
0.531404,0.000926,0.009956
0.546549,-0.001703,0.003146
0.577621,-0.001521,0.013683
0.579705,0.010471,0.018905
0.577182,-0.006816,-0.026481
0.586348,0.007206,-0.002367
0.597166,-0.000375,-0.048760
0.599453,-0.009696,-0.072395
0.599102,-0.020339,-0.167833
0.591545,-0.042513,-0.332816
0.587488,-0.037602,-0.346024
0.572844,-0.033641,-0.324676
0.557714,-0.035069,-0.327068
0.550990,-0.035887,-0.336895
0.559432,-0.035849,-0.335508
0.569058,-0.043268,-0.361582
0.575319,-0.040824,-0.370548
0.567562,-0.039722,-0.377969
0.566797,-0.036835,-0.370205
0.570464,-0.047104,-0.363155
0.563732,-0.042907,-0.362343
0.571326,-0.040382,-0.380366
0.558729,-0.040602,-0.374128
0.552225,-0.029479,-0.371009
0.543089,-0.037038,-0.366886
0.529328,-0.036767,-0.345426
0.515670,-0.030911,-0.332612
0.512691,-0.035173,-0.342512
0.522406,-0.037990,-0.328011
0.525860,-0.039841,-0.333620
0.527951,-0.036880,-0.336732
0.531783,-0.034384,-0.359386
0.531658,-0.041147,-0.357371
0.532508,-0.037637,-0.353011
0.538279,-0.037285,-0.357785
0.552268,-0.045443,-0.368492
0.543890,-0.040937,-0.363028
0.536576,-0.036835,-0.362560
0.538035,-0.040504,-0.353252
0.521836,-0.039743,-0.339899
0.520344,-0.038675,-0.340104
0.538786,-0.040612,-0.344471
0.529115,-0.038127,-0.350069
0.532047,-0.039459,-0.354322
0.536240,-0.037994,-0.348237
0.526620,-0.040247,-0.346808
0.515973,-0.046239,-0.342765
0.524467,-0.036113,-0.324761
0.519685,-0.040820,-0.334914
0.538618,-0.037220,-0.334750
0.547304,-0.031677,-0.323704
0.547199,-0.033608,-0.271302
0.537753,-0.010985,-0.117278
0.538711,-0.005542,-0.077035
0.539106,-0.011399,-0.076503
0.546227,-0.004690,-0.049146
0.544649,-0.007551,-0.038370
0.545891,-0.011141,-0.029691
0.540340,0.000666,-0.021283
0.541134,-0.002544,-0.038138
0.540551,-0.000057,-0.032129
0.547724,-0.011817,-0.056920
0.547671,-0.005963,-0.060098
0.530313,-0.021131,-0.180648
0.513176,-0.035016,-0.286970
0.492907,-0.034566,-0.282703
0.498383,-0.025677,-0.276407
0.491181,-0.036360,-0.286047
0.483980,-0.038461,-0.282991
0.489251,-0.034579,-0.287720
0.490668,-0.035774,-0.303189
0.499625,-0.038282,-0.313367
0.496065,-0.037697,-0.306851
0.497701,-0.036772,-0.320739
0.504077,-0.033977,-0.321245
0.506907,-0.038736,-0.336369
0.522283,-0.034478,-0.341862
0.517926,-0.036209,-0.350148
0.536846,-0.039179,-0.364439
0.547809,-0.038914,-0.357005
0.539754,-0.041160,-0.371807
0.546288,-0.046511,-0.365072
0.566801,-0.042283,-0.369824
0.580545,-0.043526,-0.396977
0.569073,-0.048763,-0.392176
0.585208,-0.039187,-0.385085
0.580837,-0.037567,-0.389132
0.584100,-0.040182,-0.400137
0.583355,-0.047946,-0.390598
0.590001,-0.038016,-0.380175
0.590092,-0.046148,-0.396916
0.607230,-0.039148,-0.394512
0.613562,-0.043926,-0.414159
0.607469,-0.042991,-0.414819
0.594461,-0.047040,-0.406993
0.594785,-0.037774,-0.378626
0.587216,-0.044509,-0.388421
0.591987,-0.046566,-0.381465
0.598162,-0.041610,-0.390389
0.607920,-0.043301,-0.401523
0.587678,-0.040769,-0.399051
0.592352,-0.045465,-0.381366
0.610952,-0.046835,-0.366583
0.617104,-0.039224,-0.365718
0.623942,-0.030788,-0.293386
0.626350,-0.020844,-0.203653
0.623310,-0.003849,-0.004869
0.614465,0.013229,0.107283
0.628950,0.007150,0.040143
0.629638,0.004641,0.099028
0.645956,0.018159,0.139267
0.649276,0.009015,0.123593
0.657029,0.015614,0.160886
0.663841,0.011494,0.160403
0.654907,0.015700,0.167482
0.645523,0.016590,0.152733
0.650423,0.021589,0.150074
0.652977,0.021739,0.142948
0.669994,0.006912,0.157791
0.669919,0.022319,0.211164
0.682301,0.014051,0.151924
0.676610,0.021103,0.164594
0.661261,0.015270,0.115744
0.647655,0.012924,0.073687
0.643192,-0.002562,-0.027142
0.638389,-0.020252,-0.183190
0.632848,-0.018582,-0.208475
0.626016,-0.016407,-0.188003
0.624331,-0.015098,-0.187272
0.614744,-0.022196,-0.197798
0.602765,-0.018481,-0.192503
0.606352,-0.021648,-0.200188
0.593034,-0.015109,-0.189656
0.590686,-0.019295,-0.201861
0.619728,-0.016747,-0.207546
0.623271,-0.021169,-0.212291
0.626728,-0.024786,-0.217852
0.616806,-0.020938,-0.214573
0.614175,-0.023354,-0.207472
0.621858,-0.014752,-0.214459
0.641272,-0.026828,-0.228498
0.628307,-0.020567,-0.213354
0.625339,-0.024559,-0.221402
0.635442,-0.027530,-0.213885
0.631094,-0.019562,-0.214461
0.636375,-0.021280,-0.238874
0.618991,-0.023125,-0.214826
0.626109,-0.021063,-0.219266
0.608779,-0.024944,-0.217296
0.626663,-0.020068,-0.194385
0.632322,-0.026121,-0.187196
