0.500000,0.000000,0.000000,0.000000,0.500000,0.000000
0.516362,-0.005875,-0.075101,-0.005917,0.550774,-0.000765
0.513420,-0.009507,-0.019793,-0.008895,0.602218,-0.001856
0.519791,-0.003454,0.015219,-0.008301,0.653716,-0.002461
0.508007,0.001890,-0.002742,-0.008359,0.704907,-0.003296
0.501948,0.000100,-0.003723,-0.008527,0.755036,-0.003702
0.514290,0.007802,0.004595,-0.008720,0.805918,-0.004047
0.516727,0.000788,-0.006629,-0.009150,0.857459,-0.004334
0.522358,0.003393,0.012892,-0.008757,0.909612,-0.004401
0.539009,-0.002597,0.009459,-0.008037,0.963031,-0.004879
0.533078,0.002841,0.015355,-0.006644,1.015948,-0.005015
0.527388,0.000643,0.008946,-0.006149,1.068764,-0.005315
0.509944,-0.001980,0.003589,-0.005465,1.121119,-0.005687
0.513567,-0.002039,0.008220,-0.004693,1.172645,-0.006119
0.516358,0.005494,0.006306,-0.004050,1.224102,-0.006501
0.513840,0.003170,-0.000166,-0.004124,1.275222,-0.006536
0.524248,-0.002323,-0.004416,-0.003986,1.327168,-0.006563
0.525267,-0.002908,0.010043,-0.003231,1.379726,-0.006717
0.531404,0.000926,0.009956,-0.002080,1.432816,-0.006997
0.546549,-0.001703,0.003146,-0.001443,1.486924,-0.007193
0.577621,-0.001521,0.013683,-0.000038,1.543776,-0.007786
0.579705,0.010471,0.018905,0.002024,1.601952,-0.007463
0.577182,-0.006816,-0.026481,0.000721,1.659859,-0.007770
0.586348,0.007206,-0.002367,0.000330,1.718301,-0.007748
0.597166,-0.000375,-0.048760,-0.003724,1.777370,-0.007702
0.599453,-0.009696,-0.072395,0.013705,1.837047,-0.008230
0.599102,-0.020339,-0.167833,0.038356,1.897476,-0.008254
0.591545,-0.042513,-0.332816,0.048202,1.957515,-0.009137
0.587488,-0.037602,-0.346024,0.052174,2.016921,-0.010176
0.572844,-0.033641,-0.324676,0.057270,2.075168,-0.011021
0.557714,-0.035069,-0.327068,0.061259,2.131970,-0.011096
0.550990,-0.035887,-0.336895,0.064833,2.188409,-0.010900
0.559432,-0.035849,-0.335508,0.068174,2.244716,-0.010470
0.569058,-0.043268,-0.361582,0.070276,2.301683,-0.010670
0.575319,-0.040824,-0.370548,0.071798,2.359606,-0.010490
0.567562,-0.039722,-0.377969,0.071964,2.417459,-0.010645
0.566797,-0.036835,-0.370205,0.072525,2.474624,-0.010562
0.570464,-0.047104,-0.363155,0.073137,2.532121,-0.010346
0.563732,-0.042907,-0.362343,0.074316,2.589672,-0.010227
0.571326,-0.040382,-0.380366,0.074445,2.647184,-0.009907
0.558729,-0.040602,-0.374128,0.074143,2.704054,-0.009608
0.552225,-0.029479,-0.371009,0.073733,2.759958,-0.009142
0.543089,-0.037038,-0.366886,0.073073,2.815475,-0.008955
0.529328,-0.036767,-0.345426,0.073379,2.870111,-0.009178
0.515670,-0.030911,-0.332612,0.074130,2.922636,-0.008795
0.512691,-0.035173,-0.342512,0.074312,2.974573,-0.008469
0.522406,-0.037990,-0.328011,0.075663,3.026856,-0.008598
0.525860,-0.039841,-0.333620,0.076731,3.079447,-0.008493
0.527951,-0.036880,-0.336732,0.077159,3.132483,-0.008228
0.531783,-0.034384,-0.359386,0.076736,3.185666,-0.007809
0.531658,-0.041147,-0.357371,0.075646,3.239123,-0.007360
0.532508,-0.037637,-0.353011,0.075503,3.292630,-0.006976
0.538279,-0.037285,-0.357785,0.075136,3.346576,-0.006633
0.552268,-0.045443,-0.368492,0.074524,3.401437,-0.006496
0.543890,-0.040937,-0.363028,0.073955,3.456694,-0.006947
0.536576,-0.036835,-0.362560,0.073181,3.511060,-0.007091
0.538035,-0.040504,-0.353252,0.073079,3.564603,-0.006916
0.521836,-0.039743,-0.339899,0.073292,3.617969,-0.006953
0.520344,-0.038675,-0.340104,0.073338,3.670104,-0.006920
0.538786,-0.040612,-0.344471,0.074136,3.723305,-0.006946
0.529115,-0.038127,-0.350069,0.074265,3.776914,-0.007119
0.532047,-0.039459,-0.354322,0.073700,3.829890,-0.006957
0.536240,-0.037994,-0.348237,0.073802,3.883737,-0.007270
0.526620,-0.040247,-0.346808,0.074017,3.937356,-0.007331
0.515973,-0.046239,-0.342765,0.074156,3.989644,-0.007646
0.524467,-0.036113,-0.324761,0.075859,4.041861,-0.007470
0.519685,-0.040820,-0.334914,0.076870,4.094147,-0.007145
0.538618,-0.037220,-0.334750,0.078742,4.147459,-0.006879
0.547304,-0.031677,-0.323704,0.080634,4.201687,-0.006009
0.547199,-0.033608,-0.271302,0.052591,4.256403,-0.005552
0.537753,-0.010985,-0.117278,0.037321,4.310801,-0.004878
0.538711,-0.005542,-0.077035,0.028758,4.364890,-0.004172
0.539106,-0.011399,-0.076503,0.020741,4.418633,-0.003832
0.546227,-0.004690,-0.049146,0.015246,4.472675,-0.003722
0.544649,-0.007551,-0.038370,0.010841,4.527449,-0.003519
0.545891,-0.011141,-0.029691,0.007705,4.581481,-0.003733
0.540340,0.000666,-0.021283,0.005556,4.635832,-0.003837
0.541134,-0.002544,-0.038138,0.002106,4.689730,-0.003965
0.540551,-0.000057,-0.032129,-0.001204,4.743665,-0.004154
0.547724,-0.011817,-0.056920,-0.006010,4.798044,-0.004849
0.547671,-0.005963,-0.060098,0.022612,4.853320,-0.004849
0.530313,-0.021131,-0.180648,0.042155,4.907245,-0.004763
0.513176,-0.035016,-0.286970,0.049388,4.959477,-0.005331
0.492907,-0.034566,-0.282703,0.053025,5.009233,-0.006433
0.498383,-0.025677,-0.276407,0.058156,5.058966,-0.007133
0.491181,-0.036360,-0.286047,0.062194,5.108663,-0.007483
0.483980,-0.038461,-0.282991,0.065759,5.157974,-0.007984
0.489251,-0.034579,-0.287720,0.069411,5.207041,-0.008049
0.490668,-0.035774,-0.303189,0.072033,5.256248,-0.007954
0.499625,-0.038282,-0.313367,0.073738,5.305945,-0.007841
0.496065,-0.037697,-0.306851,0.075521,5.356001,-0.007999
0.497701,-0.036772,-0.320739,0.076651,5.406258,-0.007939
0.504077,-0.033977,-0.321245,0.077850,5.456892,-0.007636
0.506907,-0.038736,-0.336369,0.078062,5.507907,-0.007478
0.522283,-0.034478,-0.341862,0.078160,5.559879,-0.007323
0.517926,-0.036209,-0.350148,0.077683,5.612078,-0.006859
0.536846,-0.039179,-0.364439,0.076918,5.665326,-0.006735
0.547809,-0.038914,-0.357005,0.076661,5.719678,-0.006652
0.539754,-0.041160,-0.371807,0.075652,5.775039,-0.006866
0.546288,-0.046511,-0.365072,0.074756,5.829497,-0.006778
0.566801,-0.042283,-0.369824,0.074995,5.885765,-0.006700
0.580545,-0.043526,-0.396977,0.074086,5.943791,-0.006868
0.569073,-0.048763,-0.392176,0.071941,6.001325,-0.006848
0.585208,-0.039187,-0.385085,0.071633,6.059592,-0.007385
0.580837,-0.037567,-0.389132,0.071214,6.118665,-0.007353
0.584100,-0.040182,-0.400137,0.070117,6.177781,-0.007297
0.583355,-0.047946,-0.390598,0.069136,6.236174,-0.007832
0.590001,-0.038016,-0.380175,0.069952,6.295340,-0.007754
0.590092,-0.046148,-0.396916,0.069501,6.354879,-0.008054
0.607230,-0.039148,-0.394512,0.069859,6.415581,-0.007917
0.613562,-0.043926,-0.414159,0.069128,6.477248,-0.008218
0.607469,-0.042991,-0.414819,0.067849,6.538322,-0.008092
