1.500000,0.000000,0.000000,0.000000,0.500000,0.000000
1.521228,0.007950,0.038848,0.000414,0.530223,0.000086
1.538728,0.003526,0.064595,0.001483,0.560811,0.000194
1.556658,0.005120,0.073409,0.002843,0.591755,0.000321
1.570677,0.001832,0.082710,0.004366,0.623016,0.000513
1.589374,0.000571,0.087521,0.006059,0.654602,0.000722
1.607422,-0.002548,0.083081,0.007743,0.686565,0.000884
1.622645,-0.003939,0.088850,0.009493,0.718853,0.001103
1.634895,0.008763,0.081825,0.011210,0.751390,0.001489
1.645977,0.005452,0.077658,0.012822,0.784205,0.002010
1.663141,0.011369,0.075130,0.014391,0.817293,0.002605
1.672621,0.008191,0.070502,0.015863,0.850653,0.003314
1.676184,0.008949,0.063871,0.017173,0.884185,0.004049
1.690364,0.010359,0.053519,0.018361,0.917885,0.004810
1.700272,0.009705,0.042874,0.019301,0.951812,0.005662
1.715803,0.013102,0.036150,0.020070,0.985916,0.006574
1.721361,0.008007,0.030380,0.020700,1.020271,0.007460
1.727565,0.001734,0.022288,0.021227,1.054704,0.008295
1.738486,0.001637,0.019082,0.021617,1.089353,0.009071
1.745353,-0.001703,0.006961,0.021871,1.124152,0.009860
1.757018,-0.005163,0.010359,0.022042,1.159116,0.010542
1.764270,0.002486,-0.002115,0.022074,1.194293,0.011309
1.773439,0.000455,-0.007067,0.021951,1.229665,0.012135
1.786785,0.002959,-0.015327,0.021777,1.265288,0.012956
1.796756,0.000464,-0.023147,0.021395,1.301110,0.013783
1.804158,0.004882,-0.027766,0.020879,1.337082,0.014642
1.820506,-0.002459,-0.035270,0.020248,1.373306,0.015449
1.830598,-0.001813,-0.041763,0.019484,1.409803,0.016137
1.824250,-0.002625,-0.050967,0.018565,1.446340,0.016805
1.831002,-0.004177,-0.056871,0.017484,1.482904,0.017364
1.844768,0.002357,-0.058501,0.016299,1.519638,0.017982
1.845882,-0.002593,-0.061113,0.015108,1.556544,0.018571
1.856812,-0.003013,-0.072898,0.013772,1.593544,0.019033
1.863625,-0.006579,-0.082794,0.012229,1.630756,0.019430
1.870461,0.007794,-0.085420,0.010545,1.668137,0.019827
1.879877,0.011592,-0.088883,0.008767,1.705642,0.020376
1.884712,0.007694,-0.100771,0.006868,1.743259,0.020882
1.889836,0.007745,-0.099768,0.004845,1.780995,0.021276
1.901290,0.011330,-0.098206,0.002861,1.818925,0.021637
1.909172,0.007433,-0.100042,0.000877,1.857021,0.021903
1.918567,0.007589,-0.100128,-0.001150,1.895289,0.022057
1.921886,0.007316,-0.103208,-0.003169,1.933657,0.022128
1.930689,0.001497,-0.103191,-0.005238,1.972182,0.022049
1.936603,0.007162,-0.107935,-0.007366,2.010832,0.021844
1.935166,0.002173,-0.111431,-0.009539,2.049520,0.021612
1.937191,0.001441,-0.115166,-0.011782,2.088246,0.021246
1.939548,0.003046,-0.108667,-0.014013,2.127013,0.020832
1.943869,0.006527,-0.105446,-0.016192,2.165834,0.020368
1.944248,0.009798,-0.101329,-0.018241,2.204682,0.019844
1.950183,0.013677,-0.100292,-0.020256,2.243630,0.019288
1.950255,0.011239,-0.092894,-0.022157,2.282615,0.018724
1.947900,0.010708,-0.087746,-0.023995,2.321581,0.018036
1.949411,0.009203,-0.081348,-0.025698,2.360585,0.017222
1.951237,0.011534,-0.078505,-0.027252,2.399637,0.016403
1.949571,0.008802,-0.070981,-0.028769,2.438637,0.015531
1.944571,0.011663,-0.059905,-0.030094,2.477594,0.014575
1.957596,0.012583,-0.054450,-0.031248,2.516589,0.013635
1.963477,0.001268,-0.044598,-0.032230,2.555731,0.012520
1.963472,0.006069,-0.033545,-0.032975,2.594958,0.011340
1.957307,0.007517,-0.024453,-0.033549,2.634133,0.010167
1.957792,0.006960,-0.016009,-0.033973,2.673249,0.008977
1.956623,0.006867,-0.009637,-0.034247,2.712417,0.007765
1.953395,0.006551,0.002550,-0.034335,2.751490,0.006559
1.953129,0.004788,0.007472,-0.034189,2.790515,0.005291
1.950384,0.005222,0.011075,-0.034025,2.829554,0.004051
1.950979,0.009179,0.023997,-0.033685,2.868566,0.002870
1.947750,0.003052,0.026670,-0.033173,2.907565,0.001718
1.945755,-0.003114,0.039429,-0.032494,2.946437,0.000449
1.948288,-0.006992,0.044140,-0.031645,2.985323,-0.000903
1.947091,-0.004261,0.049493,-0.030703,3.024249,-0.002224
1.949328,-0.005525,0.054765,-0.029667,3.063196,-0.003501
1.951665,-0.007599,0.062650,-0.028517,3.102181,-0.004774
1.946943,-0.004263,0.070130,-0.027181,3.141129,-0.006008
1.948385,-0.005148,0.077841,-0.025721,3.180069,-0.007131
1.954454,-0.002397,0.077504,-0.024161,3.219063,-0.008170
1.957199,-0.001681,0.081263,-0.022571,3.258176,-0.009153
1.953465,0.004668,0.094917,-0.020807,3.297257,-0.009937
1.952552,0.007308,0.098170,-0.018911,3.336315,-0.010630
1.955068,0.001365,0.104002,-0.016920,3.375363,-0.011238
1.961284,0.002494,0.106139,-0.014841,3.414539,-0.011852
1.962109,-0.001834,0.105135,-0.012733,3.453776,-0.012387
1.966526,-0.002158,0.109070,-0.010532,3.493044,-0.012838
1.966115,-0.005024,0.112748,-0.008301,3.532337,-0.013283
1.964825,-0.008252,0.112802,-0.006036,3.571662,-0.013710
1.970805,-0.009393,0.113569,-0.003730,3.611060,-0.014113
1.963150,-0.007505,0.116096,-0.001448,3.650418,-0.014391
1.967099,-0.017918,0.113756,0.000837,3.689744,-0.014686
1.963583,-0.007443,0.111849,0.003088,3.729068,-0.014880
1.962627,-0.009803,0.114445,0.005386,3.768331,-0.014857
1.967312,-0.009952,0.109808,0.007593,3.807684,-0.014838
1.973968,-0.006823,0.105458,0.009716,3.847110,-0.014623
1.970799,-0.002183,0.097539,0.011739,3.886597,-0.014302
1.971284,-0.007091,0.099071,0.013698,3.926006,-0.013905
1.980973,-0.006547,0.104533,0.015723,3.965549,-0.013473
1.985938,-0.007872,0.094664,0.017716,4.005177,-0.012927
1.990467,-0.006016,0.085187,0.019539,4.044959,-0.012335
1.996433,-0.010296,0.085526,0.021255,4.084813,-0.011670
